charge_id,start_timestamp_utc,end_timestamp_utc,start_soc,end_soc,delta_soc,duration_sec,latitude,longitude,ambient_temp_c
charge_2027-01-16T211214574069Z_3957_3231654a,2027-01-16T21:12:14.574069Z,2027-01-17T01:04:20.574069Z,26,100,74,13926,21.034384,105.821824,28.41
charge_2027-01-17T221445211459Z_8928_e385ce3a,2027-01-17T22:14:45.211459Z,2027-01-18T01:28:10.211459Z,31,81,50,11605,21.034369,105.821804,29.96
charge_2027-01-18T052810390216Z_3444_16d08846,2027-01-18T05:28:10.211459Z,2027-01-18T09:56:37.211459Z,16,97,81,16107,21.034312,105.821834,25.73
charge_2027-01-19T082851624679Z_5592_54190f2e,2027-01-19T08:28:51.624679Z,2027-01-19T12:53:36.624679Z,20,95,75,15885,21.034326,105.821815,27.39
charge_2027-01-19T165336633046Z_2721_25998ba6,2027-01-19T16:53:36.624679Z,2027-01-19T20:27:38.624679Z,12,75,63,12842,21.034428,105.821697,28.02
charge_2027-01-20T042209436044Z_1952_da52e738,2027-01-20T04:22:09.436044Z,2027-01-20T05:30:39.436044Z,61,80,19,4110,21.034405,105.821791,29.24
charge_2027-01-21T222438569926Z_6028_9f2fde81,2027-01-21T22:24:38.569926Z,2027-01-22T00:42:45.569926Z,28,71,43,8287,21.034435,105.821839,26.08
charge_2027-01-25T155652516339Z_4043_d6f2935b,2027-01-25T15:56:52.516339Z,2027-01-25T18:46:26.516339Z,34,78,44,10174,21.034347,105.82177,25.57
charge_2027-01-26T223326235893Z_1828_e4b5dee7,2027-01-26T22:33:26.235893Z,2027-01-26T23:55:55.235893Z,55,77,22,4949,21.034434,105.821789,31.36
charge_2027-01-27T134618556470Z_2499_6b6a1ec8,2027-01-27T13:46:18.556470Z,2027-01-27T16:55:51.556470Z,25,79,54,11373,21.034368,105.821836,26.73
charge_2027-01-27T205551955000Z_6800_584d6e9f,2027-01-27T20:55:51.556470Z,2027-01-28T00:02:34.556470Z,26,81,55,11203,21.034455,105.821843,30.1
charge_2027-01-28T023627689495Z_256_7ae0bb11,2027-01-28T02:36:27.689495Z,2027-01-28T04:48:32.689495Z,61,100,39,7925,21.034323,105.821792,29.13
charge_2027-01-28T212104749897Z_8643_c693085f,2027-01-28T21:21:04.749897Z,2027-01-29T02:08:18.749897Z,17,100,83,17234,21.034424,105.821813,31.08
charge_2027-01-29T020722466169Z_9510_603570bd,2027-01-29T02:07:22.466169Z,2027-01-29T04:09:12.466169Z,65,100,35,7310,21.034378,105.821788,26.64
charge_2027-01-31T225549575205Z_4992_abf7c8f4,2027-01-31T22:55:49.575205Z,2027-02-01T00:41:30.575205Z,46,78,32,6341,21.034416,105.821804,32.27
charge_2027-02-04T094233410924Z_915_faf5d8a4,2027-02-04T09:42:33.410924Z,2027-02-04T13:07:21.410924Z,20,82,62,12288,21.034417,105.821765,28.16
charge_2027-02-07T174945992770Z_8827_61c6d3b1,2027-02-07T17:49:45.992770Z,2027-02-07T19:45:51.992770Z,47,82,35,6966,21.034363,105.821899,27.61
charge_2027-02-09T221223468202Z_8422_8c4dec91,2027-02-09T22:12:23.468202Z,2027-02-10T01:20:10.468202Z,26,79,53,11267,21.03436,105.821757,31.45
charge_2027-02-11T153426356677Z_5059_5b5dd206,2027-02-11T15:34:26.356677Z,2027-02-11T19:37:17.356677Z,22,91,69,14571,21.034369,105.821771,30.9
charge_2027-02-13T182114768084Z_9365_5d7e3922,2027-02-13T18:21:14.768084Z,2027-02-13T22:41:48.768084Z,29,100,71,15634,21.034451,105.821856,24.18
charge_2027-02-15T065243831066Z_394_9a9b8eda,2027-02-15T06:52:43.831066Z,2027-02-15T08:13:25.831066Z,38,62,24,4842,21.034508,105.821754,26.05
charge_2027-02-16T235124110926Z_5225_9cad283d,2027-02-16T23:51:24.110926Z,2027-02-17T02:54:27.110926Z,25,74,49,10983,21.034336,105.821783,24.95
charge_2027-02-17T145302400684Z_8622_16dac33d,2027-02-17T14:53:02.400684Z,2027-02-17T17:49:18.400684Z,27,80,53,10576,21.03432,105.821822,25.32
charge_2027-02-20T042146547322Z_5713_ed0cd1d7,2027-02-20T04:21:46.547322Z,2027-02-20T07:52:12.547322Z,36,91,55,12626,21.034384,105.821865,28.93
charge_2027-02-22T023135384187Z_9452_932b3d8c,2027-02-22T02:31:35.384187Z,2027-02-22T06:41:22.384187Z,27,100,73,14987,21.034414,105.821797,29.68
charge_2027-02-24T153330191343Z_1122_35e88872,2027-02-24T15:33:30.191343Z,2027-02-24T19:02:29.191343Z,18,81,63,12539,21.034408,105.821776,28
charge_2027-02-25T022744301525Z_6304_c3feac60,2027-02-25T02:27:44.301525Z,2027-02-25T04:54:43.301525Z,54,94,40,8819,21.034511,105.821865,23.05
charge_2027-02-26T053443817548Z_8744_d223983a,2027-02-26T05:34:43.817548Z,2027-02-26T09:22:45.817548Z,16,79,63,13682,21.034327,105.821807,27.94
charge_2027-03-02T163603890671Z_4705_1b950893,2027-03-02T16:36:03.890671Z,2027-03-02T17:41:13.890671Z,72,90,18,3910,21.034479,105.821839,28.04
charge_2027-03-04T152916570526Z_4386_c190e88b,2027-03-04T15:29:16.570526Z,2027-03-04T18:30:45.570526Z,21,73,52,10889,21.034423,105.82185,24.55
charge_2027-03-05T101848470502Z_6641_1d8d686c,2027-03-05T10:18:48.470502Z,2027-03-05T11:38:27.470502Z,43,67,24,4779,21.034388,105.821828,24.74
charge_2027-03-06T141755302017Z_1336_5b39ee44,2027-03-06T14:17:55.302017Z,2027-03-06T19:35:49.302017Z,12,100,88,19074,21.034384,105.821783,28.23
charge_2027-03-07T050928593557Z_7357_8c620eb6,2027-03-07T05:09:28.593557Z,2027-03-07T06:04:28.593557Z,22,37,15,3300,21.034483,105.821889,29.34
charge_2027-03-12T150533478074Z_6164_57e7cb9c,2027-03-12T15:05:33.478074Z,2027-03-12T18:22:59.478074Z,23,82,59,11846,21.034449,105.821828,31.15
charge_2027-03-13T164207510622Z_1775_2fb4fa67,2027-03-13T16:42:07.510622Z,2027-03-13T18:59:38.510622Z,33,71,38,8251,21.034397,105.821808,29.08
charge_2027-03-15T063520727553Z_2155_d852b722,2027-03-15T06:35:20.727553Z,2027-03-15T10:43:31.727553Z,27,100,73,14891,21.03437,105.821754,26
charge_2027-03-20T215910697548Z_7975_cf3af5a8,2027-03-20T21:59:10.697548Z,2027-03-21T02:26:42.697548Z,19,100,81,16052,21.034414,105.821825,25.04
charge_2027-03-21T003119323152Z_9924_e3aff21c,2027-03-21T00:31:19.323152Z,2027-03-21T02:22:45.323152Z,57,88,31,6686,21.034361,105.821838,23.28
charge_2027-03-22T031015937533Z_2006_12516580,2027-03-22T03:10:15.937533Z,2027-03-22T07:21:32.937533Z,22,96,74,15077,21.034299,105.821818,24.1
charge_2027-03-23T140355244304Z_7552_85763bae,2027-03-23T14:03:55.244304Z,2027-03-23T16:46:49.244304Z,27,76,49,9774,21.034339,105.821788,25.99
charge_2027-03-23T210538634685Z_4935_875b0060,2027-03-23T21:05:38.634685Z,2027-03-24T00:55:29.634685Z,19,81,62,13791,21.034457,105.821803,26.3
charge_2027-03-25T174546953331Z_8511_72e021b4,2027-03-25T17:45:46.953331Z,2027-03-25T21:02:59.953331Z,27,79,52,11833,21.034354,105.821826,25.19
charge_2027-03-27T205122158011Z_6761_83d3e4ca,2027-03-27T20:51:22.158011Z,2027-03-27T21:56:08.158011Z,21,40,19,3886,21.034446,105.8218,26.83
charge_2027-03-28T234510514882Z_2057_1ea6f9eb,2027-03-28T23:45:10.514882Z,2027-03-29T02:43:45.514882Z,29,82,53,10715,21.034412,105.821743,28.46
charge_2027-03-29T140948497710Z_8838_9640d271,2027-03-29T14:09:48.497710Z,2027-03-29T19:15:24.497710Z,16,100,84,18336,21.034505,105.821839,24.57
charge_2027-04-01T220054692025Z_2745_d57f2e46,2027-04-01T22:00:54.692025Z,2027-04-02T02:02:45.692025Z,20,96,76,14511,21.034381,105.821807,25.7
charge_2027-04-02T222352252714Z_4707_ee7c01b7,2027-04-02T22:23:52.252714Z,2027-04-02T23:24:03.252714Z,53,70,17,3611,21.034401,105.821835,24.88
charge_2027-04-04T163419739421Z_3087_e1b9f354,2027-04-04T16:34:19.739421Z,2027-04-04T17:46:45.739421Z,28,48,20,4346,21.034457,105.821797,24.78
charge_2027-04-05T035519822229Z_2010_03dfb225,2027-04-05T03:55:19.822229Z,2027-04-05T07:37:44.822229Z,20,81,61,13345,21.034349,105.821782,27.92
charge_2027-04-06T193450606308Z_767_403a0d1c,2027-04-06T19:34:50.606308Z,2027-04-06T23:11:33.606308Z,38,100,62,13003,21.034362,105.821841,27.29
charge_2027-04-09T004209638675Z_9442_342ca733,2027-04-09T00:42:09.638675Z,2027-04-09T03:29:41.638675Z,32,78,46,10052,21.034379,105.821835,27.08
charge_2027-04-11T160813186571Z_7406_3df27a73,2027-04-11T16:08:13.186571Z,2027-04-11T19:49:54.186571Z,26,90,64,13301,21.034427,105.821756,24.51
charge_2027-04-12T222145331597Z_2525_578374e4,2027-04-12T22:21:45.331597Z,2027-04-13T00:46:40.331597Z,33,78,45,8695,21.034413,105.821836,25.12
charge_2027-04-14T063315599508Z_2411_e1c7ddea,2027-04-14T06:33:15.599508Z,2027-04-14T07:35:34.599508Z,26,44,18,3739,21.034417,105.821832,26.52
charge_2027-04-15T060310731143Z_2957_dddfe763,2027-04-15T06:03:10.731143Z,2027-04-15T07:25:30.731143Z,54,80,26,4940,21.034382,105.821819,28.83
charge_2027-04-15T112530827049Z_4539_c21ecad6,2027-04-15T11:25:30.731143Z,2027-04-15T15:38:14.731143Z,24,91,67,15164,21.034388,105.821736,23.72
charge_2027-04-16T055739908424Z_5166_5297da37,2027-04-16T05:57:39.908424Z,2027-04-16T09:04:50.908424Z,30,82,52,11231,21.034444,105.821804,25.8
charge_2027-04-17T013316823600Z_3156_769c6e03,2027-04-17T01:33:16.823600Z,2027-04-17T05:30:42.823600Z,33,100,67,14246,21.034367,105.821786,23.45
charge_2027-04-18T231908944454Z_7127_b94052fd,2027-04-18T23:19:08.944454Z,2027-04-19T02:56:01.944454Z,36,95,59,13013,21.034386,105.821852,24.51
charge_2027-04-19T020911854627Z_199_8a122458,2027-04-19T02:09:11.854627Z,2027-04-19T06:26:30.854627Z,28,100,72,15439,21.034341,105.821856,25.63
charge_2027-04-21T135707123831Z_5354_3c1c8d8f,2027-04-21T13:57:07.123831Z,2027-04-21T14:54:23.123831Z,63,79,16,3436,21.034468,105.821754,29.43
charge_2027-04-23T013211763713Z_1015_b9acbfc4,2027-04-23T01:32:11.763713Z,2027-04-23T05:12:29.763713Z,14,78,64,13218,21.034362,105.821741,27.06
charge_2027-04-24T235028347473Z_2502_4cf9150c,2027-04-24T23:50:28.347473Z,2027-04-25T05:07:36.347473Z,14,100,86,19028,21.034351,105.821817,25.87
charge_2027-04-25T132740845798Z_3987_fbb6a13f,2027-04-25T13:27:40.845798Z,2027-04-25T15:57:58.845798Z,32,72,40,9018,21.034443,105.821707,26
charge_2027-04-26T165119260505Z_3215_a1ab73ce,2027-04-26T16:51:19.260505Z,2027-04-26T21:09:17.260505Z,21,91,70,15478,21.034412,105.82178,29.15
charge_2027-04-29T134325650545Z_9655_5955bd4f,2027-04-29T13:43:25.650545Z,2027-04-29T16:15:21.650545Z,55,100,45,9116,21.034423,105.821824,24.86
charge_2027-05-03T053252224458Z_5322_368f0796,2027-05-03T05:32:52.224458Z,2027-05-03T09:18:02.224458Z,18,82,64,13510,21.034328,105.821788,32.39
charge_2027-05-04T225048831256Z_2591_97602bfe,2027-05-04T22:50:48.831256Z,2027-05-05T03:55:16.831256Z,21,100,79,18268,21.034387,105.821791,29.72
charge_2027-05-06T010351354997Z_4085_cc1636c1,2027-05-06T01:03:51.354997Z,2027-05-06T04:15:00.354997Z,34,90,56,11469,21.034403,105.821821,31.39
charge_2027-05-08T044404235983Z_1571_c6fc791e,2027-05-08T04:44:04.235983Z,2027-05-08T09:24:36.235983Z,26,100,74,16832,21.034358,105.821824,29.73
charge_2027-05-10T052056839475Z_2648_5871de15,2027-05-10T05:20:56.839475Z,2027-05-10T08:06:57.839475Z,33,80,47,9961,21.034357,105.821789,27.84
charge_2027-05-13T052743776190Z_6920_04a5b056,2027-05-13T05:27:43.776190Z,2027-05-13T08:09:35.776190Z,39,81,42,9712,21.034353,105.821828,30.13
charge_2027-05-13T212525918145Z_5685_e86c2d61,2027-05-13T21:25:25.918145Z,2027-05-13T23:45:33.918145Z,60,100,40,8408,21.034432,105.821877,29.45
charge_2027-05-16T033448307997Z_7452_b36df060,2027-05-16T03:34:48.307997Z,2027-05-16T06:25:19.307997Z,50,100,50,10231,21.0344,105.821797,31.43
charge_2027-05-19T052931963165Z_6136_03b4a3d3,2027-05-19T05:29:31.963165Z,2027-05-19T07:32:43.963165Z,40,75,35,7392,21.034424,105.821773,32.84
charge_2027-05-20T135259489092Z_6115_c086e0d4,2027-05-20T13:52:59.489092Z,2027-05-20T15:53:26.489092Z,36,71,35,7227,21.034329,105.821834,33.19
charge_2027-05-22T051320899915Z_6502_0028f20f,2027-05-22T05:13:20.899915Z,2027-05-22T08:51:14.899915Z,26,82,56,13074,21.034493,105.821863,34.04
charge_2027-05-23T053302819195Z_7878_8c170401,2027-05-23T05:33:02.819195Z,2027-05-23T09:40:16.819195Z,25,97,72,14834,21.034378,105.821842,34.86
charge_2027-05-24T055110785752Z_3139_3789151d,2027-05-24T05:51:10.785752Z,2027-05-24T10:44:16.785752Z,18,100,82,17586,21.034398,105.821847,28.02
charge_2027-05-27T182354909644Z_4807_77dac48b,2027-05-27T18:23:54.909644Z,2027-05-27T22:22:47.909644Z,32,100,68,14333,21.034353,105.821825,28.39
charge_2027-05-30T235914494484Z_1387_4f4d4b29,2027-05-30T23:59:14.494484Z,2027-05-31T04:46:48.494484Z,18,100,82,17254,21.034386,105.821731,29.94
charge_2027-06-01T150053924786Z_4086_28513518,2027-06-01T15:00:53.924786Z,2027-06-01T19:08:00.924786Z,27,100,73,14827,21.034442,105.821787,31.87
charge_2027-06-03T164054678456Z_5095_6cb94e75,2027-06-03T16:40:54.678456Z,2027-06-03T17:41:12.678456Z,17,34,17,3618,21.034347,105.821849,30.84
charge_2027-06-04T213239258813Z_7582_2be10d4e,2027-06-04T21:32:39.258813Z,2027-06-05T01:37:25.258813Z,29,100,71,14686,21.034432,105.821748,31.46
charge_2027-06-05T053725551800Z_667_5c8ceaec,2027-06-05T05:37:25.258813Z,2027-06-05T09:16:23.258813Z,16,74,58,13138,21.034425,105.821742,32.24
charge_2027-06-05T145221860716Z_113_3e11ae9a,2027-06-05T14:52:21.860716Z,2027-06-05T19:18:14.860716Z,27,100,73,15953,21.034481,105.821822,30.25
charge_2027-06-06T041045185099Z_2905_bcacbbc8,2027-06-06T04:10:45.185099Z,2027-06-06T08:27:42.185099Z,21,97,76,15417,21.034466,105.821837,33.66
charge_2027-06-07T101744895009Z_1919_24ed5e8d,2027-06-07T10:17:44.895009Z,2027-06-07T14:35:11.895009Z,22,94,72,15447,21.034415,105.821774,34.51
charge_2027-06-07T234534778924Z_7250_67f81c92,2027-06-07T23:45:34.778924Z,2027-06-08T02:06:47.778924Z,53,96,43,8473,21.034394,105.821794,34.87
charge_2027-06-10T044933738656Z_7959_991db05d,2027-06-10T04:49:33.738656Z,2027-06-10T06:51:07.738656Z,47,81,34,7294,21.034462,105.821804,33.33
charge_2027-06-11T222648559680Z_6347_4ac0fabe,2027-06-11T22:26:48.559680Z,2027-06-12T02:18:49.559680Z,14,81,67,13921,21.034414,105.821794,32.16
charge_2027-06-12T052700935062Z_9881_2ae45840,2027-06-12T05:27:00.935062Z,2027-06-12T10:14:40.935062Z,15,100,85,17260,21.034369,105.821806,31.14
charge_2027-06-14T232440695457Z_4241_f9949229,2027-06-14T23:24:40.695457Z,2027-06-15T02:04:42.695457Z,51,100,49,9602,21.034313,105.821742,34.58
charge_2027-06-15T231331215094Z_6482_c27544dc,2027-06-15T23:13:31.215094Z,2027-06-16T02:17:14.215094Z,28,81,53,11023,21.034427,105.821796,33.71
charge_2027-06-16T042404381148Z_2292_94e9c659,2027-06-16T04:24:04.381148Z,2027-06-16T07:50:15.381148Z,19,78,59,12371,21.034442,105.821843,29.62
charge_2027-06-16T115015451232Z_2931_c3796766,2027-06-16T11:50:15.381148Z,2027-06-16T15:59:39.381148Z,14,92,78,14964,21.03438,105.82178,33.82
charge_2027-06-17T151636528320Z_4195_dfeb3ea5,2027-06-17T15:16:36.528320Z,2027-06-17T19:15:13.528320Z,32,100,68,14317,21.034387,105.821774,31.25
charge_2027-06-19T140257900285Z_2438_79382ede,2027-06-19T14:02:57.900285Z,2027-06-19T16:51:29.900285Z,46,94,48,10112,21.034427,105.821799,33.55
charge_2027-06-22T172604114315Z_3502_80324bfe,2027-06-22T17:26:04.114315Z,2027-06-22T21:35:03.114315Z,24,90,66,14939,21.034397,105.821717,31.62
charge_2027-06-23T033459677630Z_297_0e2addc3,2027-06-23T03:34:59.677630Z,2027-06-23T04:36:30.677630Z,22,40,18,3691,21.034432,105.821736,34.79
charge_2027-06-28T222515560928Z_4349_c9d8e13a,2027-06-28T22:25:15.560928Z,2027-06-29T03:06:18.560928Z,15,100,85,16863,21.034363,105.821809,30.08
charge_2027-07-01T130806436930Z_1862_9f1171af,2027-07-01T13:08:06.436930Z,2027-07-01T14:54:37.436930Z,14,46,32,6391,21.034443,105.821857,31.24
charge_2027-07-02T161846487451Z_8680_ad562fa9,2027-07-02T16:18:46.487451Z,2027-07-02T20:21:02.487451Z,34,100,66,14536,21.034413,105.821828,29.72
charge_2027-07-03T134202645701Z_8329_01e4b4ad,2027-07-03T13:42:02.645701Z,2027-07-03T17:51:46.645701Z,24,100,76,14984,21.034364,105.821829,29.67
charge_2027-07-06T021052888170Z_678_b1c0f491,2027-07-06T02:10:52.888170Z,2027-07-06T03:33:32.888170Z,14,37,23,4960,21.034323,105.821753,33.6
charge_2027-07-07T162359346463Z_994_c0dd2b4e,2027-07-07T16:23:59.346463Z,2027-07-07T21:20:55.346463Z,20,100,80,17816,21.034341,105.821815,32.62
charge_2027-07-08T013908718408Z_4465_aa10ba51,2027-07-08T01:39:08.718408Z,2027-07-08T05:11:26.718408Z,24,80,56,12738,21.034352,105.82183,29.24
charge_2027-07-13T094304856175Z_1042_3552674e,2027-07-13T09:43:04.856175Z,2027-07-13T13:06:45.856175Z,20,81,61,12221,21.034353,105.821735,34.96
charge_2027-07-14T134709467519Z_1806_f83ef6e7,2027-07-14T13:47:09.467519Z,2027-07-14T17:36:37.467519Z,16,82,66,13768,21.03443,105.821803,31.99
charge_2027-07-16T042418481890Z_6553_e5d8b0ed,2027-07-16T04:24:18.481890Z,2027-07-16T05:45:27.481890Z,53,77,24,4869,21.034403,105.821869,31.9
charge_2027-07-17T054950579266Z_921_8347ec84,2027-07-17T05:49:50.579266Z,2027-07-17T09:06:26.579266Z,44,100,56,11796,21.034507,105.821799,30.04
charge_2027-07-21T144329503737Z_2163_94562ec2,2027-07-21T14:43:29.503737Z,2027-07-21T17:03:23.503737Z,43,82,39,8394,21.034355,105.821755,29.61
charge_2027-07-24T170748919079Z_9326_6bef253f,2027-07-24T17:07:48.919079Z,2027-07-24T20:32:03.919079Z,32,93,61,12255,21.034388,105.821786,32.16
charge_2027-07-25T182706378686Z_9238_b5bdb1a6,2027-07-25T18:27:06.378686Z,2027-07-25T22:20:26.378686Z,34,100,66,14000,21.034446,105.821791,33.58
charge_2027-07-26T140837400689Z_6621_34f6b947,2027-07-26T14:08:37.400689Z,2027-07-26T14:54:29.400689Z,67,80,13,2752,21.034412,105.821833,33.43
charge_2027-07-27T215346648793Z_5935_67f1ba5f,2027-07-27T21:53:46.648793Z,2027-07-28T00:11:25.648793Z,46,82,36,8259,21.034371,105.821831,34.39
charge_2027-08-01T134828604188Z_6304_103c797c,2027-08-01T13:48:28.604188Z,2027-08-01T15:26:47.604188Z,69,96,27,5899,21.034393,105.821801,32.8
charge_2027-08-04T134702147367Z_409_2677aa68,2027-08-04T13:47:02.147367Z,2027-08-04T17:09:12.147367Z,21,78,57,12130,21.034439,105.821834,31.45
charge_2027-08-08T111312698505Z_4023_639f3444,2027-08-08T11:13:12.698505Z,2027-08-08T14:10:47.698505Z,25,72,47,10655,21.034393,105.821795,30.33
charge_2027-08-08T181047327984Z_3536_b3e427a2,2027-08-08T18:10:47.698505Z,2027-08-08T21:18:08.698505Z,43,100,57,11241,21.034383,105.821848,28.48
charge_2027-08-12T022954220523Z_6757_a1dbc898,2027-08-12T02:29:54.220523Z,2027-08-12T05:14:52.220523Z,36,80,44,9898,21.03442,105.821792,27.1
charge_2027-08-13T211050195232Z_2679_39654eb4,2027-08-13T21:10:50.195232Z,2027-08-14T01:50:22.195232Z,12,95,83,16772,21.034425,105.821766,30.53
charge_2027-08-15T160620164051Z_9638_3b825f6e,2027-08-15T16:06:20.164051Z,2027-08-15T17:21:33.164051Z,59,81,22,4513,21.03439,105.821758,31.35
charge_2027-08-16T003328759085Z_5331_8fdd40ba,2027-08-16T00:33:28.759085Z,2027-08-16T02:03:27.759085Z,50,78,28,5399,21.034383,105.821866,28.39
charge_2027-08-17T004358276194Z_9276_d8a77ebd,2027-08-17T00:43:58.276194Z,2027-08-17T02:57:08.276194Z,42,79,37,7990,21.034447,105.821823,27.83
charge_2027-08-21T051630835252Z_5166_39405c74,2027-08-21T05:16:30.835252Z,2027-08-21T09:08:42.835252Z,30,100,70,13932,21.034366,105.821754,29
charge_2027-08-22T053542970720Z_1384_ded31b31,2027-08-22T05:35:42.970720Z,2027-08-22T10:22:32.970720Z,12,96,84,17210,21.034367,105.821897,31.5
charge_2027-08-23T143148469733Z_5376_56543d29,2027-08-23T14:31:48.469733Z,2027-08-23T19:23:12.469733Z,22,97,75,17484,21.034495,105.821865,28.08
charge_2027-08-23T232312794977Z_7576_d8ef0ec8,2027-08-23T23:23:12.469733Z,2027-08-24T03:04:13.469733Z,36,100,64,13261,21.034462,105.821856,33.33
charge_2027-08-26T152340153023Z_367_f87e144f,2027-08-26T15:23:40.153023Z,2027-08-26T17:54:40.153023Z,35,80,45,9060,21.034452,105.821834,28.9
charge_2027-08-27T005047560142Z_4492_b049dfa2,2027-08-27T00:50:47.560142Z,2027-08-27T02:24:31.560142Z,53,78,25,5624,21.034366,105.821812,30.84
charge_2027-08-27T062431161513Z_9313_a2423074,2027-08-27T06:24:31.560142Z,2027-08-27T07:27:15.560142Z,27,43,16,3764,21.034322,105.821852,28.08
charge_2027-09-01T033923527799Z_1551_eeffc66f,2027-09-01T03:39:23.527799Z,2027-09-01T07:57:19.527799Z,23,100,77,15476,21.034343,105.821753,27.41
charge_2027-09-02T005731798809Z_1308_b941d459,2027-09-02T00:57:31.798809Z,2027-09-02T06:02:24.798809Z,20,100,80,18293,21.034382,105.821878,27.75
charge_2027-09-03T064532495187Z_5549_58f53f09,2027-09-03T06:45:32.495187Z,2027-09-03T10:18:48.495187Z,23,81,58,12796,21.034392,105.821782,29.56
charge_2027-09-04T035529434152Z_5193_71f1bf97,2027-09-04T03:55:29.434152Z,2027-09-04T06:54:48.434152Z,30,81,51,10759,21.034399,105.8218,27.39
charge_2027-09-05T063632268071Z_3900_f8c808cc,2027-09-05T06:36:32.268071Z,2027-09-05T10:10:40.268071Z,15,79,64,12848,21.03432,105.821885,30.94
charge_2027-09-06T011416383218Z_6085_ebfa991b,2027-09-06T01:14:16.383218Z,2027-09-06T03:05:15.383218Z,49,82,33,6659,21.034375,105.821818,29.18
charge_2027-09-08T063940234079Z_3675_71339b80,2027-09-08T06:39:40.234079Z,2027-09-08T09:31:09.234079Z,20,70,50,10289,21.034488,105.821818,27.78
charge_2027-09-13T223955350754Z_500_da4e865a,2027-09-13T22:39:55.350754Z,2027-09-14T04:09:12.350754Z,13,100,87,19757,21.034439,105.821703,29.71
charge_2027-09-16T223616394617Z_5382_ad58a1b2,2027-09-16T22:36:16.394617Z,2027-09-17T01:25:18.394617Z,32,81,49,10142,21.034472,105.82181,28.77
charge_2027-09-17T202601705820Z_7802_36ff2043,2027-09-17T20:26:01.705820Z,2027-09-18T00:59:52.705820Z,23,100,77,16431,21.03447,105.821798,28.74
charge_2027-09-20T033013370287Z_568_bdf6a504,2027-09-20T03:30:13.370287Z,2027-09-20T05:44:07.370287Z,34,72,38,8034,21.034417,105.821863,30.42
charge_2027-09-22T144340793547Z_6573_90d36f1f,2027-09-22T14:43:40.793547Z,2027-09-22T19:15:46.793547Z,27,100,73,16326,21.034417,105.821888,27.14
charge_2027-09-27T063116734552Z_2908_549b6489,2027-09-27T06:31:16.734552Z,2027-09-27T09:54:39.734552Z,37,93,56,12203,21.034463,105.821802,31.39
charge_2027-09-29T173859997747Z_1687_a6194145,2027-09-29T17:38:59.997747Z,2027-09-29T20:41:05.997747Z,18,70,52,10926,21.034372,105.821846,28.82
charge_2027-09-30T004105493331Z_882_e224544d,2027-09-30T00:41:05.997747Z,2027-09-30T03:10:53.997747Z,34,77,43,8988,21.034412,105.821779,31.77
charge_2027-10-01T220438265896Z_224_4fd2fad2,2027-10-01T22:04:38.265896Z,2027-10-02T02:03:23.265896Z,34,100,66,14325,21.034479,105.821761,22.93
charge_2027-10-03T232322686528Z_8117_9a84f965,2027-10-03T23:23:22.686528Z,2027-10-04T01:51:13.686528Z,31,72,41,8871,21.034472,105.821836,26.41
charge_2027-10-04T141933501936Z_1601_9e413f31,2027-10-04T14:19:33.501936Z,2027-10-04T15:26:29.501936Z,19,38,19,4016,21.034352,105.821816,23.88
charge_2027-10-05T152657147729Z_6946_b9852990,2027-10-05T15:26:57.147729Z,2027-10-05T19:20:46.147729Z,13,81,68,14029,21.034416,105.821761,23.52
charge_2027-10-06T125512859971Z_8234_502e6a85,2027-10-06T12:55:12.859971Z,2027-10-06T14:48:39.859971Z,45,78,33,6807,21.034363,105.821847,22.85
charge_2027-10-07T145406467664Z_479_44e77707,2027-10-07T14:54:06.467664Z,2027-10-07T16:00:07.467664Z,53,72,19,3961,21.034414,105.821792,26.66
charge_2027-10-07T200007169796Z_7322_5504d5ba,2027-10-07T20:00:07.467664Z,2027-10-07T21:48:08.467664Z,50,82,32,6481,21.03442,105.821849,25.54
charge_2027-10-09T071422701726Z_4836_fc74f118,2027-10-09T07:14:22.701726Z,2027-10-09T12:03:38.701726Z,16,100,84,17356,21.034323,105.821781,24.62
charge_2027-10-10T062847516208Z_5712_d6521cc3,2027-10-10T06:28:47.516208Z,2027-10-10T07:45:33.516208Z,18,42,24,4606,21.034402,105.8218,25.09
charge_2027-10-11T014620739128Z_4158_ffa2e308,2027-10-11T01:46:20.739128Z,2027-10-11T05:44:45.739128Z,32,96,64,14305,21.034273,105.821757,25.35
charge_2027-10-12T153512115939Z_808_b362692f,2027-10-12T15:35:12.115939Z,2027-10-12T17:58:52.115939Z,41,80,39,8620,21.03433,105.821762,23.49
charge_2027-10-13T221232526974Z_9326_14d04179,2027-10-13T22:12:32.526974Z,2027-10-13T23:22:35.526974Z,62,82,20,4203,21.034397,105.821768,23.82
charge_2027-10-15T170238333769Z_6556_5209781a,2027-10-15T17:02:38.333769Z,2027-10-15T21:39:28.333769Z,22,100,78,16610,21.034327,105.821786,26.35
charge_2027-10-19T235957881214Z_9991_015cb11c,2027-10-19T23:59:57.881214Z,2027-10-20T02:59:53.881214Z,30,81,51,10796,21.034412,105.821861,24.49
charge_2027-10-20T191134493166Z_555_cb4bf653,2027-10-20T19:11:34.493166Z,2027-10-21T00:10:15.493166Z,23,100,77,17921,21.034373,105.821852,26.15
charge_2027-10-22T233925125905Z_3022_7b4f922d,2027-10-22T23:39:25.125905Z,2027-10-23T04:39:40.125905Z,12,100,88,18015,21.034412,105.821835,27.08
